state_or_territory,year,month,day,locally_acquired_cases,presumptive_viremic_blood_donors,symptomatic_disease_cases,travel_associated_cases
Nebraska,2016,Oct,19,0.0,0.0,0.0,12.0
Nevada,2016,Oct,19,0.0,0.0,0.0,14.0
New Hampshire,2016,Oct,19,0.0,0.0,0.0,10.0
New Jersey,2016,Oct,19,0.0,0.0,0.0,134.0
New Mexico,2016,Oct,19,0.0,0.0,0.0,9.0
New York,2016,Oct,19,0.0,0.0,0.0,884.0
North Carolina,2016,Oct,19,0.0,0.0,0.0,72.0
North Dakota,2016,Oct,19,0.0,0.0,0.0,2.0
Ohio,2016,Oct,19,0.0,0.0,0.0,53.0
Oklahoma,2016,Oct,19,0.0,0.0,0.0,27.0
Oregon,2016,Oct,19,0.0,0.0,0.0,29.0
Pennsylvania††,2016,Oct,19,0.0,0.0,0.0,141.0
Rhode Island,2016,Oct,19,0.0,0.0,0.0,32.0
South Carolina,2016,Oct,19,0.0,0.0,0.0,51.0
South Dakota,2016,Oct,19,0.0,0.0,0.0,2.0
Tennessee,2016,Oct,19,0.0,0.0,0.0,53.0
Texas,2016,Oct,19,0.0,0.0,0.0,231.0
Utah,2016,Oct,19,0.0,0.0,0.0,14.0
Vermont,2016,Oct,19,0.0,0.0,0.0,7.0
Virginia,2016,Oct,19,0.0,0.0,0.0,87.0
Washington,2016,Oct,19,0.0,0.0,0.0,45.0
West Virginia,2016,Oct,19,0.0,0.0,0.0,11.0
Wisconsin,2016,Oct,19,0.0,0.0,0.0,43.0
Wyoming,2016,Oct,19,0.0,0.0,0.0,2.0
American Samoa,2016,Oct,19,47.0,0.0,0.0,7.0
Puerto Rico,2016,Oct,19,26798.0,0.0,0.0,79.0
US Virgin Islands,2016,Oct,19,469.0,0.0,0.0,2.0
Alabama,2016,Oct,26,0.0,0.0,0.0,28.0
Arizona,2016,Oct,26,0.0,0.0,0.0,40.0
Arkansas,2016,Oct,26,0.0,0.0,0.0,13.0
California,2016,Oct,26,0.0,0.0,0.0,309.0
Colorado,2016,Oct,26,0.0,0.0,0.0,46.0
Connecticut,2016,Oct,26,0.0,0.0,0.0,58.0
Delaware,2016,Oct,26,0.0,0.0,0.0,16.0
District of Columbia,2016,Oct,26,0.0,0.0,0.0,25.0
Florida,2016,Oct,26,139.0,0.0,0.0,708.0
Georgia,2016,Oct,26,0.0,0.0,0.0,93.0
Hawaii,2016,Oct,26,0.0,0.0,0.0,14.0
Idaho,2016,Oct,26,0.0,0.0,0.0,4.0
Illinois,2016,Oct,26,0.0,0.0,0.0,76.0
Indiana,2016,Oct,26,0.0,0.0,0.0,40.0
Iowa,2016,Oct,26,0.0,0.0,0.0,17.0
Kansas,2016,Oct,26,0.0,0.0,0.0,16.0
Kentucky,2016,Oct,26,0.0,0.0,0.0,24.0
Louisiana,2016,Oct,26,0.0,0.0,0.0,34.0
Maine,2016,Oct,26,0.0,0.0,0.0,12.0
Maryland,2016,Oct,26,0.0,0.0,0.0,105.0
Massachusetts,2016,Oct,26,0.0,0.0,0.0,101.0
Michigan,2016,Oct,26,0.0,0.0,0.0,62.0
Minnesota,2016,Oct,26,0.0,0.0,0.0,47.0
Mississippi,2016,Oct,26,0.0,0.0,0.0,23.0
Missouri,2016,Oct,26,0.0,0.0,0.0,32.0
Montana,2016,Oct,26,0.0,0.0,0.0,7.0
Nebraska,2016,Oct,26,0.0,0.0,0.0,12.0
Nevada,2016,Oct,26,0.0,0.0,0.0,15.0
New Hampshire,2016,Oct,26,0.0,0.0,0.0,10.0
New Jersey,2016,Oct,26,0.0,0.0,0.0,134.0
New Mexico,2016,Oct,26,0.0,0.0,0.0,9.0
New York,2016,Oct,26,0.0,0.0,0.0,886.0
North Carolina,2016,Oct,26,0.0,0.0,0.0,72.0
North Dakota,2016,Oct,26,0.0,0.0,0.0,2.0
Ohio,2016,Oct,26,0.0,0.0,0.0,67.0
Oklahoma,2016,Oct,26,0.0,0.0,0.0,27.0
Oregon,2016,Oct,26,0.0,0.0,0.0,31.0
Pennsylvania††,2016,Oct,26,0.0,0.0,0.0,147.0
Rhode Island,2016,Oct,26,0.0,0.0,0.0,32.0
South Carolina,2016,Oct,26,0.0,0.0,0.0,53.0
South Dakota,2016,Oct,26,0.0,0.0,0.0,2.0
Tennessee,2016,Oct,26,0.0,0.0,0.0,53.0
Texas,2016,Oct,26,0.0,0.0,0.0,232.0
Utah,2016,Oct,26,0.0,0.0,0.0,14.0
Vermont,2016,Oct,26,0.0,0.0,0.0,9.0
Virginia,2016,Oct,26,0.0,0.0,0.0,88.0
Washington,2016,Oct,26,0.0,0.0,0.0,51.0
West Virginia,2016,Oct,26,0.0,0.0,0.0,11.0
Wisconsin,2016,Oct,26,0.0,0.0,0.0,43.0
Wyoming,2016,Oct,26,0.0,0.0,0.0,2.0
American Samoa,2016,Oct,26,47.0,0.0,0.0,7.0
Puerto Rico,2016,Oct,26,28111.0,0.0,0.0,87.0
US Virgin Islands,2016,Oct,26,469.0,0.0,0.0,2.0
Alabama,2016,Nov,2,0.0,0.0,0.0,28.0
Arizona,2016,Nov,2,0.0,0.0,0.0,42.0
Arkansas,2016,Nov,2,0.0,0.0,0.0,13.0
California,2016,Nov,2,0.0,0.0,0.0,312.0
Colorado,2016,Nov,2,0.0,0.0,0.0,46.0
Connecticut,2016,Nov,2,0.0,0.0,0.0,58.0
Delaware,2016,Nov,2,0.0,0.0,0.0,16.0
District of Columbia,2016,Nov,2,0.0,0.0,0.0,25.0
Florida,2016,Nov,2,139.0,0.0,0.0,708.0
Georgia,2016,Nov,2,0.0,0.0,0.0,96.0
Hawaii,2016,Nov,2,0.0,0.0,0.0,14.0
Idaho,2016,Nov,2,0.0,0.0,0.0,4.0
Illinois,2016,Nov,2,0.0,0.0,0.0,76.0
Indiana,2016,Nov,2,0.0,0.0,0.0,45.0
Iowa,2016,Nov,2,0.0,0.0,0.0,17.0
Kansas,2016,Nov,2,0.0,0.0,0.0,17.0
Kentucky,2016,Nov,2,0.0,0.0,0.0,24.0
Louisiana,2016,Nov,2,0.0,0.0,0.0,34.0
Maine,2016,Nov,2,0.0,0.0,0.0,11.0
Maryland,2016,Nov,2,0.0,0.0,0.0,107.0
Massachusetts,2016,Nov,2,0.0,0.0,0.0,97.0
Michigan,2016,Nov,2,0.0,0.0,0.0,62.0
Minnesota,2016,Nov,2,0.0,0.0,0.0,53.0
Mississippi,2016,Nov,2,0.0,0.0,0.0,23.0
Missouri,2016,Nov,2,0.0,0.0,0.0,34.0
Montana,2016,Nov,2,0.0,0.0,0.0,7.0
Nebraska,2016,Nov,2,0.0,0.0,0.0,12.0
Nevada,2016,Nov,2,0.0,0.0,0.0,15.0
New Hampshire,2016,Nov,2,0.0,0.0,0.0,11.0
New Jersey,2016,Nov,2,0.0,0.0,0.0,134.0
New Mexico,2016,Nov,2,0.0,0.0,0.0,9.0
New York,2016,Nov,2,0.0,0.0,0.0,883.0
North Carolina,2016,Nov,2,0.0,0.0,0.0,73.0
North Dakota,2016,Nov,2,0.0,0.0,0.0,2.0
Ohio,2016,Nov,2,0.0,0.0,0.0,69.0
Oklahoma,2016,Nov,2,0.0,0.0,0.0,29.0
Oregon,2016,Nov,2,0.0,0.0,0.0,33.0
Pennsylvania††,2016,Nov,2,0.0,0.0,0.0,147.0
Rhode Island,2016,Nov,2,0.0,0.0,0.0,33.0
South Carolina,2016,Nov,2,0.0,0.0,0.0,53.0
South Dakota,2016,Nov,2,0.0,0.0,0.0,2.0
Tennessee,2016,Nov,2,0.0,0.0,0.0,54.0
Texas,2016,Nov,2,0.0,0.0,0.0,237.0
Utah,2016,Nov,2,0.0,0.0,0.0,15.0
Vermont,2016,Nov,2,0.0,0.0,0.0,10.0
Virginia,2016,Nov,2,0.0,0.0,0.0,90.0
Washington,2016,Nov,2,0.0,0.0,0.0,53.0
West Virginia,2016,Nov,2,0.0,0.0,0.0,11.0
Wisconsin,2016,Nov,2,0.0,0.0,0.0,43.0
Wyoming,2016,Nov,2,0.0,0.0,0.0,2.0
American Samoa,2016,Nov,2,47.0,0.0,0.0,7.0
Puerto Rico,2016,Nov,2,29462.0,0.0,0.0,95.0
US Virgin Islands,2016,Nov,2,565.0,0.0,0.0,2.0
Alabama,2016,Nov,9,0.0,0.0,0.0,30.0
Arizona,2016,Nov,9,0.0,0.0,0.0,42.0
Arkansas,2016,Nov,9,0.0,0.0,0.0,13.0
California,2016,Nov,9,0.0,0.0,0.0,325.0
Colorado,2016,Nov,9,0.0,0.0,0.0,46.0
Connecticut,2016,Nov,9,0.0,0.0,0.0,58.0
Delaware,2016,Nov,9,0.0,0.0,0.0,16.0
District of Columbia,2016,Nov,9,0.0,0.0,0.0,25.0
Florida,2016,Nov,9,139.0,0.0,0.0,708.0
Georgia,2016,Nov,9,0.0,0.0,0.0,101.0
Hawaii,2016,Nov,9,0.0,0.0,0.0,14.0
Idaho,2016,Nov,9,0.0,0.0,0.0,4.0
Illinois,2016,Nov,9,0.0,0.0,0.0,81.0
Indiana,2016,Nov,9,0.0,0.0,0.0,46.0
Iowa,2016,Nov,9,0.0,0.0,0.0,17.0
Kansas,2016,Nov,9,0.0,0.0,0.0,17.0
Kentucky,2016,Nov,9,0.0,0.0,0.0,24.0
Louisiana,2016,Nov,9,0.0,0.0,0.0,32.0
Maine,2016,Nov,9,0.0,0.0,0.0,11.0
Maryland,2016,Nov,9,0.0,0.0,0.0,107.0
Massachusetts,2016,Nov,9,0.0,0.0,0.0,98.0
Michigan,2016,Nov,9,0.0,0.0,0.0,62.0
Minnesota,2016,Nov,9,0.0,0.0,0.0,53.0
Mississippi,2016,Nov,9,0.0,0.0,0.0,23.0
Missouri,2016,Nov,9,0.0,0.0,0.0,34.0
Montana,2016,Nov,9,0.0,0.0,0.0,7.0
Nebraska,2016,Nov,9,0.0,0.0,0.0,12.0
Nevada,2016,Nov,9,0.0,0.0,0.0,15.0
New Hampshire,2016,Nov,9,0.0,0.0,0.0,11.0
New Jersey,2016,Nov,9,0.0,0.0,0.0,157.0
New Mexico,2016,Nov,9,0.0,0.0,0.0,9.0
New York,2016,Nov,9,0.0,0.0,0.0,870.0
North Carolina,2016,Nov,9,0.0,0.0,0.0,73.0
North Dakota,2016,Nov,9,0.0,0.0,0.0,2.0
Ohio,2016,Nov,9,0.0,0.0,0.0,71.0
Oklahoma,2016,Nov,9,0.0,0.0,0.0,29.0
Oregon,2016,Nov,9,0.0,0.0,0.0,34.0
Pennsylvania††,2016,Nov,9,0.0,0.0,0.0,149.0
Rhode Island,2016,Nov,9,0.0,0.0,0.0,33.0
South Carolina,2016,Nov,9,0.0,0.0,0.0,53.0
South Dakota,2016,Nov,9,0.0,0.0,0.0,2.0
Tennessee,2016,Nov,9,0.0,0.0,0.0,55.0
Texas,2016,Nov,9,0.0,0.0,0.0,237.0
Utah,2016,Nov,9,0.0,0.0,0.0,15.0
Vermont,2016,Nov,9,0.0,0.0,0.0,10.0
Virginia,2016,Nov,9,0.0,0.0,0.0,92.0
Washington,2016,Nov,9,0.0,0.0,0.0,55.0
West Virginia,2016,Nov,9,0.0,0.0,0.0,11.0
Wisconsin,2016,Nov,9,0.0,0.0,0.0,45.0
Wyoming,2016,Nov,9,0.0,0.0,0.0,2.0
American Samoa,2016,Nov,9,54.0,0.0,0.0,0.0
Puerto Rico,2016,Nov,9,30439.0,0.0,0.0,103.0
US Virgin Islands,2016,Nov,9,600.0,0.0,0.0,2.0
Alabama,2016,Nov,16,0.0,0.0,0.0,30.0
Arizona,2016,Nov,16,0.0,0.0,0.0,47.0
Arkansas,2016,Nov,16,0.0,0.0,0.0,13.0
California,2016,Nov,16,0.0,0.0,0.0,340.0
Colorado,2016,Nov,16,0.0,0.0,0.0,48.0
Connecticut,2016,Nov,16,0.0,0.0,0.0,58.0
Delaware,2016,Nov,16,0.0,0.0,0.0,16.0
District of Columbia,2016,Nov,16,0.0,0.0,0.0,25.0
Florida,2016,Nov,16,139.0,0.0,0.0,708.0
Georgia,2016,Nov,16,0.0,0.0,0.0,101.0
Hawaii,2016,Nov,16,0.0,0.0,0.0,14.0
Idaho,2016,Nov,16,0.0,0.0,0.0,4.0
Illinois,2016,Nov,16,0.0,0.0,0.0,82.0
Indiana,2016,Nov,16,0.0,0.0,0.0,46.0
Iowa,2016,Nov,16,0.0,0.0,0.0,17.0
Kansas,2016,Nov,16,0.0,0.0,0.0,17.0
Kentucky,2016,Nov,16,0.0,0.0,0.0,24.0
Louisiana,2016,Nov,16,0.0,0.0,0.0,33.0
Maine,2016,Nov,16,0.0,0.0,0.0,12.0
Maryland,2016,Nov,16,0.0,0.0,0.0,108.0
Massachusetts,2016,Nov,16,0.0,0.0,0.0,101.0
Michigan,2016,Nov,16,0.0,0.0,0.0,63.0
Minnesota,2016,Nov,16,0.0,0.0,0.0,53.0
Mississippi,2016,Nov,16,0.0,0.0,0.0,23.0
Missouri,2016,Nov,16,0.0,0.0,0.0,35.0
Montana,2016,Nov,16,0.0,0.0,0.0,7.0
Nebraska,2016,Nov,16,0.0,0.0,0.0,12.0
Nevada,2016,Nov,16,0.0,0.0,0.0,15.0
New Hampshire,2016,Nov,16,0.0,0.0,0.0,11.0
New Jersey,2016,Nov,16,0.0,0.0,0.0,157.0
New Mexico,2016,Nov,16,0.0,0.0,0.0,9.0
New York,2016,Nov,16,0.0,0.0,0.0,905.0
North Carolina,2016,Nov,16,0.0,0.0,0.0,78.0
North Dakota,2016,Nov,16,0.0,0.0,0.0,2.0
Ohio,2016,Nov,16,0.0,0.0,0.0,71.0
Oklahoma,2016,Nov,16,0.0,0.0,0.0,29.0
Oregon,2016,Nov,16,0.0,0.0,0.0,35.0
Pennsylvania††,2016,Nov,16,0.0,0.0,0.0,154.0
Rhode Island,2016,Nov,16,0.0,0.0,0.0,34.0
South Carolina,2016,Nov,16,0.0,0.0,0.0,53.0
South Dakota,2016,Nov,16,0.0,0.0,0.0,2.0
Tennessee,2016,Nov,16,0.0,0.0,0.0,56.0
Texas,2016,Nov,16,0.0,0.0,0.0,237.0
Utah,2016,Nov,16,0.0,0.0,0.0,15.0
Vermont,2016,Nov,16,0.0,0.0,0.0,10.0
Virginia,2016,Nov,16,0.0,0.0,0.0,93.0
Washington,2016,Nov,16,0.0,0.0,0.0,55.0
West Virginia,2016,Nov,16,0.0,0.0,0.0,11.0
Wisconsin,2016,Nov,16,0.0,0.0,0.0,45.0
Wyoming,2016,Nov,16,0.0,0.0,0.0,2.0
American Samoa,2016,Nov,16,54.0,0.0,0.0,0.0
Puerto Rico,2016,Nov,16,31294.0,0.0,0.0,115.0
US Virgin Islands,2016,Nov,16,603.0,0.0,0.0,2.0
Alabama,2016,Nov,23,0.0,0.0,0.0,30.0
Arizona,2016,Nov,23,0.0,0.0,0.0,49.0
Arkansas,2016,Nov,23,0.0,0.0,0.0,13.0
California,2016,Nov,23,0.0,0.0,0.0,354.0
Colorado,2016,Nov,23,0.0,0.0,0.0,49.0
Connecticut,2016,Nov,23,0.0,0.0,0.0,58.0
Delaware,2016,Nov,23,0.0,0.0,0.0,17.0
District of Columbia,2016,Nov,23,0.0,0.0,0.0,27.0
Florida,2016,Nov,23,182.0,0.0,0.0,785.0
Georgia,2016,Nov,23,0.0,0.0,0.0,102.0
Hawaii,2016,Nov,23,0.0,0.0,0.0,14.0
Idaho,2016,Nov,23,0.0,0.0,0.0,4.0
Illinois,2016,Nov,23,0.0,0.0,0.0,83.0
Indiana,2016,Nov,23,0.0,0.0,0.0,47.0
Iowa,2016,Nov,23,0.0,0.0,0.0,17.0
Kansas,2016,Nov,23,0.0,0.0,0.0,17.0
Kentucky,2016,Nov,23,0.0,0.0,0.0,24.0
Louisiana,2016,Nov,23,0.0,0.0,0.0,35.0
Maine,2016,Nov,23,0.0,0.0,0.0,12.0
Maryland,2016,Nov,23,0.0,0.0,0.0,109.0
Massachusetts,2016,Nov,23,0.0,0.0,0.0,101.0
Michigan,2016,Nov,23,0.0,0.0,0.0,63.0
Minnesota,2016,Nov,23,0.0,0.0,0.0,53.0
Mississippi,2016,Nov,23,0.0,0.0,0.0,23.0
Missouri,2016,Nov,23,0.0,0.0,0.0,35.0
Montana,2016,Nov,23,0.0,0.0,0.0,7.0
Nebraska,2016,Nov,23,0.0,0.0,0.0,13.0
Nevada,2016,Nov,23,0.0,0.0,0.0,16.0
New Hampshire,2016,Nov,23,0.0,0.0,0.0,11.0
New Jersey,2016,Nov,23,0.0,0.0,0.0,157.0
New Mexico,2016,Nov,23,0.0,0.0,0.0,9.0
New York,2016,Nov,23,0.0,0.0,0.0,917.0
North Carolina,2016,Nov,23,0.0,0.0,0.0,78.0
North Dakota,2016,Nov,23,0.0,0.0,0.0,2.0
Ohio,2016,Nov,23,0.0,0.0,0.0,73.0
Oklahoma,2016,Nov,23,0.0,0.0,0.0,29.0
Oregon,2016,Nov,23,0.0,0.0,0.0,37.0
Pennsylvania††,2016,Nov,23,0.0,0.0,0.0,157.0
Rhode Island,2016,Nov,23,0.0,0.0,0.0,35.0
South Carolina,2016,Nov,23,0.0,0.0,0.0,53.0
South Dakota,2016,Nov,23,0.0,0.0,0.0,2.0
Tennessee,2016,Nov,23,0.0,0.0,0.0,58.0
Texas,2016,Nov,23,0.0,0.0,0.0,253.0
Utah,2016,Nov,23,0.0,0.0,0.0,16.0
Vermont,2016,Nov,23,0.0,0.0,0.0,10.0
Virginia,2016,Nov,23,0.0,0.0,0.0,93.0
Washington,2016,Nov,23,0.0,0.0,0.0,57.0
West Virginia,2016,Nov,23,0.0,0.0,0.0,11.0
Wisconsin,2016,Nov,23,0.0,0.0,0.0,45.0
Wyoming,2016,Nov,23,0.0,0.0,0.0,2.0
American Samoa,2016,Nov,23,54.0,0.0,0.0,0.0
Puerto Rico,2016,Nov,23,31944.0,0.0,0.0,121.0
US Virgin Islands,2016,Nov,23,603.0,0.0,0.0,2.0
Alabama,2016,Nov,30,0.0,0.0,0.0,30.0
Arizona,2016,Nov,30,0.0,0.0,0.0,49.0
Arkansas,2016,Nov,30,0.0,0.0,0.0,13.0
California,2016,Nov,30,0.0,0.0,0.0,368.0
Colorado,2016,Nov,30,0.0,0.0,0.0,50.0
Connecticut,2016,Nov,30,0.0,0.0,0.0,58.0
Delaware,2016,Nov,30,0.0,0.0,0.0,17.0
District of Columbia,2016,Nov,30,0.0,0.0,0.0,27.0
Florida,2016,Nov,30,184.0,0.0,0.0,785.0
Georgia,2016,Nov,30,0.0,0.0,0.0,102.0
Hawaii,2016,Nov,30,0.0,0.0,0.0,14.0
Idaho,2016,Nov,30,0.0,0.0,0.0,4.0
Illinois,2016,Nov,30,0.0,0.0,0.0,83.0
Indiana,2016,Nov,30,0.0,0.0,0.0,47.0
Iowa,2016,Nov,30,0.0,0.0,0.0,17.0
Kansas,2016,Nov,30,0.0,0.0,0.0,17.0
Kentucky,2016,Nov,30,0.0,0.0,0.0,24.0
Louisiana,2016,Nov,30,0.0,0.0,0.0,35.0
Maine,2016,Nov,30,0.0,0.0,0.0,12.0
Maryland,2016,Nov,30,0.0,0.0,0.0,110.0
Massachusetts,2016,Nov,30,0.0,0.0,0.0,105.0
Michigan,2016,Nov,30,0.0,0.0,0.0,63.0
Minnesota,2016,Nov,30,0.0,0.0,0.0,55.0
Mississippi,2016,Nov,30,0.0,0.0,0.0,23.0
Missouri,2016,Nov,30,0.0,0.0,0.0,36.0
Montana,2016,Nov,30,0.0,0.0,0.0,7.0
Nebraska,2016,Nov,30,0.0,0.0,0.0,13.0
Nevada,2016,Nov,30,0.0,0.0,0.0,18.0
New Hampshire,2016,Nov,30,0.0,0.0,0.0,12.0
New Jersey,2016,Nov,30,0.0,0.0,0.0,164.0
New Mexico,2016,Nov,30,0.0,0.0,0.0,9.0
New York,2016,Nov,30,0.0,0.0,0.0,921.0
North Carolina,2016,Nov,30,0.0,0.0,0.0,81.0
North Dakota,2016,Nov,30,0.0,0.0,0.0,2.0
Ohio,2016,Nov,30,0.0,0.0,0.0,74.0
Oklahoma,2016,Nov,30,0.0,0.0,0.0,29.0
Oregon,2016,Nov,30,0.0,0.0,0.0,37.0
Pennsylvania††,2016,Nov,30,0.0,0.0,0.0,157.0
Rhode Island,2016,Nov,30,0.0,0.0,0.0,35.0
South Carolina,2016,Nov,30,0.0,0.0,0.0,53.0
South Dakota,2016,Nov,30,0.0,0.0,0.0,2.0
Tennessee,2016,Nov,30,0.0,0.0,0.0,58.0
Texas,2016,Nov,30,1.0,0.0,0.0,258.0
Utah,2016,Nov,30,0.0,0.0,0.0,16.0
Vermont,2016,Nov,30,0.0,0.0,0.0,10.0
Virginia,2016,Nov,30,0.0,0.0,0.0,94.0
Washington,2016,Nov,30,0.0,0.0,0.0,58.0
West Virginia,2016,Nov,30,0.0,0.0,0.0,11.0
Wisconsin,2016,Nov,30,0.0,0.0,0.0,46.0
Wyoming,2016,Nov,30,0.0,0.0,0.0,2.0
American Samoa,2016,Nov,30,54.0,0.0,0.0,0.0
Puerto Rico,2016,Nov,30,32473.0,0.0,0.0,123.0
US Virgin Islands,2016,Nov,30,603.0,0.0,0.0,2.0
Alabama,2016,Dec,7,0.0,0.0,0.0,30.0
Arizona,2016,Dec,7,0.0,0.0,0.0,51.0
Arkansas,2016,Dec,7,0.0,0.0,0.0,13.0
California,2016,Dec,7,0.0,0.0,0.0,375.0
Colorado,2016,Dec,7,0.0,0.0,0.0,50.0
Connecticut,2016,Dec,7,0.0,0.0,0.0,58.0
Delaware,2016,Dec,7,0.0,0.0,0.0,17.0
District of Columbia,2016,Dec,7,0.0,0.0,0.0,27.0
Florida,2016,Dec,7,184.0,0.0,0.0,785.0
Georgia,2016,Dec,7,0.0,0.0,0.0,104.0
Hawaii,2016,Dec,7,0.0,0.0,0.0,14.0
Idaho,2016,Dec,7,0.0,0.0,0.0,4.0
Illinois,2016,Dec,7,0.0,0.0,0.0,85.0
Indiana,2016,Dec,7,0.0,0.0,0.0,47.0
Iowa,2016,Dec,7,0.0,0.0,0.0,19.0
Kansas,2016,Dec,7,0.0,0.0,0.0,17.0
Kentucky,2016,Dec,7,0.0,0.0,0.0,24.0
Louisiana,2016,Dec,7,0.0,0.0,0.0,35.0
Maine,2016,Dec,7,0.0,0.0,0.0,13.0
Maryland,2016,Dec,7,0.0,0.0,0.0,125.0
Massachusetts,2016,Dec,7,0.0,0.0,0.0,106.0
Michigan,2016,Dec,7,0.0,0.0,0.0,63.0
Minnesota,2016,Dec,7,0.0,0.0,0.0,55.0
Mississippi,2016,Dec,7,0.0,0.0,0.0,23.0
Missouri,2016,Dec,7,0.0,0.0,0.0,36.0
Montana,2016,Dec,7,0.0,0.0,0.0,7.0
Nebraska,2016,Dec,7,0.0,0.0,0.0,13.0
Nevada,2016,Dec,7,0.0,0.0,0.0,18.0
New Hampshire,2016,Dec,7,0.0,0.0,0.0,12.0
New Jersey,2016,Dec,7,0.0,0.0,0.0,164.0
New Mexico,2016,Dec,7,0.0,0.0,0.0,9.0
New York,2016,Dec,7,0.0,0.0,0.0,942.0
North Carolina,2016,Dec,7,0.0,0.0,0.0,83.0
North Dakota,2016,Dec,7,0.0,0.0,0.0,2.0
Ohio,2016,Dec,7,0.0,0.0,0.0,75.0
Oklahoma,2016,Dec,7,0.0,0.0,0.0,29.0
Oregon,2016,Dec,7,0.0,0.0,0.0,39.0
Pennsylvania††,2016,Dec,7,0.0,0.0,0.0,161.0
Rhode Island,2016,Dec,7,0.0,0.0,0.0,35.0
South Carolina,2016,Dec,7,0.0,0.0,0.0,54.0
South Dakota,2016,Dec,7,0.0,0.0,0.0,2.0
Tennessee,2016,Dec,7,0.0,0.0,0.0,58.0
Texas,2016,Dec,7,1.0,0.0,0.0,268.0
Utah,2016,Dec,7,0.0,0.0,0.0,19.0
Vermont,2016,Dec,7,0.0,0.0,0.0,10.0
Virginia,2016,Dec,7,0.0,0.0,0.0,95.0
Washington,2016,Dec,7,0.0,0.0,0.0,58.0
West Virginia,2016,Dec,7,0.0,0.0,0.0,11.0
Wisconsin,2016,Dec,7,0.0,0.0,0.0,48.0
Wyoming,2016,Dec,7,0.0,0.0,0.0,2.0
American Samoa,2016,Dec,7,57.0,0.0,0.0,0.0
Puerto Rico,2016,Dec,7,32848.0,0.0,0.0,124.0
US Virgin Islands,2016,Dec,7,807.0,0.0,0.0,2.0
Alabama,2016,Dec,14,0.0,0.0,0.0,30.0
Arizona,2016,Dec,14,0.0,0.0,0.0,51.0
Arkansas,2016,Dec,14,0.0,0.0,0.0,13.0
California,2016,Dec,14,0.0,0.0,0.0,383.0
Colorado,2016,Dec,14,0.0,0.0,0.0,51.0
Connecticut,2016,Dec,14,0.0,0.0,0.0,58.0
Delaware,2016,Dec,14,0.0,0.0,0.0,17.0
District of Columbia,2016,Dec,14,0.0,0.0,0.0,27.0
Florida,2016,Dec,14,184.0,0.0,0.0,785.0
Georgia,2016,Dec,14,0.0,0.0,0.0,105.0
Hawaii,2016,Dec,14,0.0,0.0,0.0,16.0
Idaho,2016,Dec,14,0.0,0.0,0.0,4.0
Illinois,2016,Dec,14,0.0,0.0,0.0,87.0
Indiana,2016,Dec,14,0.0,0.0,0.0,47.0
Iowa,2016,Dec,14,0.0,0.0,0.0,19.0
Kansas,2016,Dec,14,0.0,0.0,0.0,18.0
Kentucky,2016,Dec,14,0.0,0.0,0.0,24.0
Louisiana,2016,Dec,14,0.0,0.0,0.0,35.0
Maine,2016,Dec,14,0.0,0.0,0.0,13.0
Maryland,2016,Dec,14,0.0,0.0,0.0,125.0
Massachusetts,2016,Dec,14,0.0,0.0,0.0,106.0
Michigan,2016,Dec,14,0.0,0.0,0.0,63.0
Minnesota,2016,Dec,14,0.0,0.0,0.0,55.0
Mississippi,2016,Dec,14,0.0,0.0,0.0,23.0
Missouri,2016,Dec,14,0.0,0.0,0.0,36.0
Montana,2016,Dec,14,0.0,0.0,0.0,7.0
Nebraska,2016,Dec,14,0.0,0.0,0.0,13.0
Nevada,2016,Dec,14,0.0,0.0,0.0,18.0
New Hampshire,2016,Dec,14,0.0,0.0,0.0,12.0
New Jersey,2016,Dec,14,0.0,0.0,0.0,164.0
New Mexico,2016,Dec,14,0.0,0.0,0.0,9.0
New York,2016,Dec,14,0.0,0.0,0.0,944.0
North Carolina,2016,Dec,14,0.0,0.0,0.0,83.0
North Dakota,2016,Dec,14,0.0,0.0,0.0,2.0
Ohio,2016,Dec,14,0.0,0.0,0.0,76.0
Oklahoma,2016,Dec,14,0.0,0.0,0.0,29.0
Oregon,2016,Dec,14,0.0,0.0,0.0,40.0
Pennsylvania††,2016,Dec,14,0.0,0.0,0.0,163.0
Rhode Island,2016,Dec,14,0.0,0.0,0.0,42.0
South Carolina,2016,Dec,14,0.0,0.0,0.0,54.0
South Dakota,2016,Dec,14,0.0,0.0,0.0,2.0
Tennessee,2016,Dec,14,0.0,0.0,0.0,58.0
Texas,2016,Dec,14,1.0,0.0,0.0,272.0
Utah,2016,Dec,14,0.0,0.0,0.0,19.0
Vermont,2016,Dec,14,0.0,0.0,0.0,10.0
Virginia,2016,Dec,14,0.0,0.0,0.0,102.0
Washington,2016,Dec,14,0.0,0.0,0.0,61.0
West Virginia,2016,Dec,14,0.0,0.0,0.0,11.0
Wisconsin,2016,Dec,14,0.0,0.0,0.0,48.0
Wyoming,2016,Dec,14,0.0,0.0,0.0,2.0
American Samoa,2016,Dec,14,72.0,0.0,0.0,0.0
Puerto Rico,2016,Dec,14,33260.0,0.0,0.0,127.0
US Virgin Islands,2016,Dec,14,807.0,0.0,0.0,2.0
Alabama,2016,Dec,21,0.0,0.0,0.0,30.0
Arizona,2016,Dec,21,0.0,0.0,0.0,52.0
Arkansas,2016,Dec,21,0.0,0.0,0.0,13.0
California,2016,Dec,21,0.0,0.0,0.0,389.0
